customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_squared,tenure_sqrt,tenure_log,tenure_group,tenure^2,SeniorCitizen_zscore,tenure_zscore,MonthlyCharges_zscore,tenure_squared_zscore,tenure_sqrt_zscore,tenure_log_zscore,tenure^2_zscore
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,900,5.477225575051661,3.4339872044851463,2-4yr,900.0,-0.43988526114243554,-0.09654718094420918,-0.3144459172780001,-0.41912316448685066,0.14548263887276394,0.34367017701867725,-0.41912316448685066
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,2209,6.855654600401044,3.871201010907891,2-4yr,2209.0,-0.43988526114243554,0.5956498562792104,1.149493300126952,0.3114379701605196,0.6984982343913282,0.7220432296610293,0.3114379701605196
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,-1.1486087857652711,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,0.8470677183247942,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,289,4.123105625617661,2.8903717578961645,1-2yr,289.0,-0.43988526114243554,-0.6258743270562359,-0.002050261350495866,-0.7601261081610624,-0.3977803340249558,-0.12678485657769104,-0.7601261081610624
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,5041,8.426149773176359,4.276666119016055,4-6yr,5041.0,2.2729973082324975,1.5728692029475673,1.0497925588734933,1.8919949856848532,1.3285693568499077,1.0729403615473618,1.8919949856848532
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,4,1.4142135623730951,1.0986122886681098,0-1yr,4.0,2.2729973082324975,-1.236636418723959,1.0215440155183468,-0.9191864010369223,-1.4845679233758118,-1.6774072065890762,-0.9191864010369223
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,729,5.196152422706632,3.332204510175204,2-4yr,729.0,-0.43988526114243554,-0.2186995992777538,0.04613843025534261,-0.5145593402123666,0.032718155631438935,0.25558551869711693,-0.5145593402123666
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,-1.480944589943467,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,1,1.0,0.6931471805599453,0-1yr,1.0,2.2729973082324975,-1.2773538915018072,-0.6484434004770867,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,1.1677717693567533,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,25,2.23606797749979,1.791759469228055,0-1yr,25.0,-0.43988526114243554,-1.1144840003904144,0.16411764073860202,-0.90746616893028,-1.1548459714634518,-1.0775445975265499,-0.90746616893028
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,2116,6.782329983125268,3.8501476017100584,2-4yr,2116.0,-0.43988526114243554,0.5549323835013622,0.33360890086948164,0.259534085116818,0.6690809367697433,0.7038232132990342,0.259534085116818
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,1156,5.830951894845301,3.5553480614894135,2-4yr,1156.0,-0.43988526114243554,0.06632271016718366,1.3821283630516892,-0.27624795404397307,0.2873950389991962,0.4486981456267786,-0.27624795404397307
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,121,3.3166247903554,2.4849066497880004,0-1yr,121.0,-0.43988526114243554,-0.8701791637233252,1.0996429295002228,-0.8538879650142008,-0.7213345186691916,-0.47768198846402354,-0.8538879650142008
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,100,3.1622776601683795,2.3978952727983707,0-1yr,100.0,-0.43988526114243554,-0.9108966365011734,-0.5055390046804626,-0.8656081971208431,-0.7832574530729572,-0.5529832709087674,-0.8656081971208431
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,4900,8.366600265340756,4.2626798770413155,4-6yr,4900.0,-0.43988526114243554,1.5321517301697192,0.14750085052969222,1.813301998683112,1.3046785319086696,1.0608364046428993,1.813301998683112
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,289,4.123105625617661,2.8903717578961645,1-2yr,289.0,-0.43988526114243554,-0.6258743270562359,-1.4626661207136662,-0.7601261081610624,-0.3977803340249558,-0.12678485657769104,-0.7601261081610624
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,3969,7.937253933193772,4.1588830833596715,4-6yr,3969.0,-0.43988526114243554,1.2471294207247816,0.5014384819794704,1.2937050419553031,1.1324279385233524,0.9710087068372224,1.2937050419553031
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,169,3.605551275463989,2.6390573296152584,1-2yr,169.0,-0.43988526114243554,-0.7887442181676287,0.38013591345442926,-0.8270988630561613,-0.6054193360337177,-0.34427709036540943,-0.8270988630561613
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,2401,7.0,3.912023005428146,4-6yr,2401.0,-0.43988526114243554,0.6770848018349068,0.6559746309223317,0.41859437799267785,0.7564085479813579,0.7573713516340197,0.41859437799267785
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97,No,4,1.4142135623730951,1.0986122886681098,0-1yr,4.0,-0.43988526114243554,-1.236636418723959,-0.5155090788058084,-0.9191864010369223,-1.4845679233758118,-1.6774072065890762,-0.9191864010369223
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,4,1.4142135623730951,1.0986122886681098,0-1yr,4.0,-0.43988526114243554,-1.236636418723959,0.5280253463137264,-0.9191864010369223,-1.4845679233758118,-1.6774072065890762,-0.9191864010369223
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,2704,7.211102550927978,3.970291913552122,4-6yr,2704.0,-0.43988526114243554,0.7992372201684514,0.49811512393768864,0.5877005841028026,0.8411013401164725,0.8077983608389573,0.5877005841028026
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,4761,8.306623862918075,4.248495242049359,4-6yr,4761.0,-0.43988526114243554,1.4914342573918709,-0.020328730580296536,1.7357252242629557,1.2806164399961513,1.0485607546893054,1.7357252242629557
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,1849,6.557438524302,3.784189633918261,2-4yr,1849.0,2.2729973082324975,0.4327799651678175,0.8470677183247942,0.110519705475223,0.5788561361154876,0.646741947216285,0.110519705475223
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,225,3.872983346207417,2.772588722239781,1-2yr,225.0,-0.43988526114243554,-0.7073092726119323,1.1411849050224971,-0.7958449107717819,-0.49812755448881463,-0.22871651128783,-0.7958449107717819
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,625,5.0,3.258096538021482,2-4yr,625.0,2.2729973082324975,-0.3001345448334502,0.157470924655038,-0.5726023944547856,-0.04597675492300373,0.19145108552730625,-0.5726023944547856
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,64,2.8284271247461903,2.1972245773362196,0-1yr,64.0,2.2729973082324975,-0.9923315820568698,0.5280253463137264,-0.8857000235893728,-0.9171958345677156,-0.726647465640217,-0.8857000235893728
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,3600,7.745966692414834,4.110873864173311,4-6yr,3600.0,2.2729973082324975,1.124977002391237,0.3352705798903725,1.0877638206528741,1.0556849032062787,0.9294606254370787,1.0877638206528741
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,324,4.242640687119285,2.9444389791664403,1-2yr,324.0,2.2729973082324975,-0.5851568542783877,1.019882336497456,-0.7405923879833253,-0.34982374575961966,-0.07999406621517634,-0.7405923879833253
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,3969,7.937253933193772,4.1588830833596715,4-6yr,3969.0,-0.43988526114243554,1.2471294207247816,1.1594633742522984,1.2937050419553031,1.1324279385233524,0.9710087068372224,1.2937050419553031
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,4356,8.12403840463596,4.204692619390966,4-6yr,4356.0,2.2729973082324975,1.3692818390583263,1.4519188819291104,1.509692176491997,1.2073644958713383,1.010653141056052,1.509692176491997
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,No,1156,5.830951894845301,3.5553480614894135,2-4yr,1156.0,-0.43988526114243554,0.06632271016718366,-1.3230850829588239,-0.27624795404397307,0.2873950389991962,0.4486981456267786,-0.27624795404397307
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,1.4203469805321818,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,2209,6.855654600401044,3.871201010907891,2-4yr,2209.0,-0.43988526114243554,0.5956498562792104,1.1877119176074449,0.3114379701605196,0.6984982343913282,0.7220432296610293,0.3114379701605196
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,3600,7.745966692414834,4.110873864173311,4-6yr,3600.0,-0.43988526114243554,1.124977002391237,0.8354359651785576,1.0877638206528741,1.0556849032062787,0.9294606254370787,1.0877638206528741
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,-0.7531291787932183,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,324,4.242640687119285,2.9444389791664403,1-2yr,324.0,-0.43988526114243554,-0.5851568542783877,-0.3443561396540376,-0.7405923879833253,-0.34982374575961966,-0.07999406621517634,-0.7405923879833253
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,81,3.0,2.302585092994046,0-1yr,81.0,-0.43988526114243554,-0.9516141092790216,0.9849870770587456,-0.8762122166459005,-0.8483620578273654,-0.6354664934206943,-0.8762122166459005
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,9,1.7320508075688772,1.3862943611198906,0-1yr,9.0,-0.43988526114243554,-1.1959189459461108,0.35022569107839147,-0.9163958695829598,-1.3570539562454589,-1.4284417294128826,-0.9163958695829598
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,2209,6.855654600401044,3.871201010907891,2-4yr,2209.0,-0.43988526114243554,0.5956498562792104,0.4698665805825422,0.3114379701605196,0.6984982343913282,0.7220432296610293,0.3114379701605196
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,961,5.5677643628300215,3.4657359027997265,2-4yr,961.0,-0.43988526114243554,-0.055829708166360965,0.47983665470788794,-0.3850786807485087,0.1818061352008306,0.37114609777469637,-0.3850786807485087
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,2500,7.0710678118654755,3.9318256327243257,4-6yr,2500.0,-0.43988526114243554,0.717802274612755,-1.482606268964358,0.4738469007811344,0.7849204318565728,0.7745089178094792,0.4738469007811344
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,100,3.1622776601683795,2.3978952727983707,0-1yr,100.0,-0.43988526114243554,-0.9108966365011734,0.5014384819794704,-0.8656081971208431,-0.7832574530729572,-0.5529832709087674,-0.8656081971208431
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,-0.5221557948893724,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,2704,7.211102550927978,3.970291913552122,4-6yr,2704.0,-0.43988526114243554,0.7992372201684514,-1.474297873859903,0.5877005841028026,0.8411013401164725,0.8077983608389573,0.5877005841028026
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099,No,4096,8.0,4.174387269895637,4-6yr,4096.0,2.2729973082324975,1.28784689350263,1.556604660245242,1.3645845408859496,1.1576011994335387,0.9844263215194939,1.3645845408859496
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,3844,7.874007874011811,4.143134726391533,4-6yr,3844.0,-0.43988526114243554,1.2064119479469335,-1.3463485892512979,1.223941755606242,1.10705408434624,0.9573797824697823,1.223941755606242
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,9,1.7320508075688772,1.3862943611198906,0-1yr,9.0,-0.43988526114243554,-1.1959189459461108,-0.008696977434059876,-0.9163958695829598,-1.3570539562454589,-1.4284417294128826,-0.9163958695829598
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,3136,7.483314773547883,4.04305126783455,4-6yr,3136.0,2.2729973082324975,0.9621071112798443,1.5200477217856405,0.8288025017251585,0.9503108834670433,0.8707656747336829,0.8288025017251585
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,2116,6.782329983125268,3.8501476017100584,2-4yr,2116.0,-0.43988526114243554,0.5549323835013622,-0.30281416413176315,0.259534085116818,0.6690809367697433,0.7038232132990342,0.259534085116818
